index,year,areakm,municipality,geocode_ibge,deforestation_increment(areakm),state,gdp,gdp_per_capita
3500,2020,367.4001335,Arenapolis,5101308,0.082231566,Mato Grosso,201556.281,21211.98
3501,2021,367.6765426,Arenapolis,5101308,0.276409024,Mato Grosso,211718.6363,22219.91808
3502,2022,367.6765426,Arenapolis,5101308,0,Mato Grosso,222489.7077,23400.63714
3504,2008,3759.083733,Aripuana,5101407,80.37228307,Mato Grosso,249153.552,12501.43
3505,2009,3800.463068,Aripuana,5101407,41.3793346,Mato Grosso,246591.165,12022.39
3506,2010,3832.195666,Aripuana,5101407,31.73259847,Mato Grosso,267863.938,14416.01
3507,2011,3866.244693,Aripuana,5101407,34.04902734,Mato Grosso,458313.345,24114.14
3508,2012,3887.63355,Aripuana,5101407,21.38885627,Mato Grosso,516673.768,26709.77
3509,2013,3927.647124,Aripuana,5101407,40.01357404,Mato Grosso,501608.431,25182.41
3510,2014,3967.967723,Aripuana,5101407,40.32059901,Mato Grosso,458594.467,22598.65
3511,2015,4019.627708,Aripuana,5101407,51.65998506,Mato Grosso,593820.688,28746.71
3512,2016,4103.137216,Aripuana,5101407,83.50950878,Mato Grosso,688044.121,32746.85
3513,2017,4195.068713,Aripuana,5101407,91.93149655,Mato Grosso,709641.632,33227.59
3514,2018,4305.818333,Aripuana,5101407,110.7496197,Mato Grosso,818803.976,37240.37
3515,2019,4459.674084,Aripuana,5101407,153.855751,Mato Grosso,940222.801,42060.61
3516,2020,4602.555078,Aripuana,5101407,142.8809944,Mato Grosso,1303488.366,57387
3517,2021,4772.893244,Aripuana,5101407,170.3381655,Mato Grosso,1103557.905,49680.33192
3518,2022,4905.556863,Aripuana,5101407,132.6636197,Mato Grosso,1176013.208,52723.08341
3520,2008,2915.175932,Barra do Bugres,5101704,7.674892356,Mato Grosso,490058.704,14531.45
3521,2009,2926.453332,Barra do Bugres,5101704,11.27739978,Mato Grosso,512652.209,14924.81
3522,2010,2929.973973,Barra do Bugres,5101704,3.520641193,Mato Grosso,703561.735,22653.16
3523,2011,2934.510511,Barra do Bugres,5101704,4.536537462,Mato Grosso,710173.82,22100.39
3524,2012,2937.434984,Barra do Bugres,5101704,2.924473095,Mato Grosso,802789.204,24728.6
3525,2013,2939.501332,Barra do Bugres,5101704,2.066347588,Mato Grosso,996915.033,30189.42
3526,2014,2942.326388,Barra do Bugres,5101704,2.825056809,Mato Grosso,919525.754,27559.59
3527,2015,2946.841442,Barra do Bugres,5101704,4.515053725,Mato Grosso,1037397.995,30783.32
3528,2016,2949.392622,Barra do Bugres,5101704,2.551180171,Mato Grosso,1184546.065,35535.67
3529,2017,2956.262959,Barra do Bugres,5101704,6.870336757,Mato Grosso,1309167.75,38912.37
3530,2018,2959.025415,Barra do Bugres,5101704,2.762455864,Mato Grosso,1319981.291,38128.81
3531,2019,2961.762728,Barra do Bugres,5101704,2.737313406,Mato Grosso,1293545.805,36994.39
3532,2020,2963.234624,Barra do Bugres,5101704,1.4718962,Mato Grosso,1414083.801,40051.09
3533,2021,2969.969264,Barra do Bugres,5101704,6.73464001,Mato Grosso,1534772.061,44315.32538
3534,2022,2970.878241,Barra do Bugres,5101704,0.90897607,Mato Grosso,1614526.321,46502.20626
3536,2008,2685.166538,Bom Jesus do Araguaia,5101852,14.45883531,Mato Grosso,68738.052,14637.58
3537,2009,2696.058952,Bom Jesus do Araguaia,5101852,10.89241335,Mato Grosso,69355.762,14473.24
3538,2010,2698.42919,Bom Jesus do Araguaia,5101852,2.37023857,Mato Grosso,61477.871,11752.6
3539,2011,2710.662978,Bom Jesus do Araguaia,5101852,12.23378808,Mato Grosso,123728.159,22756.7
3540,2012,2712.537141,Bom Jesus do Araguaia,5101852,1.874162999,Mato Grosso,163993.19,29521.73
3541,2013,2712.820996,Bom Jesus do Araguaia,5101852,0.283854389,Mato Grosso,182055.35,31628.8
3542,2014,2715.325844,Bom Jesus do Araguaia,5101852,2.504848332,Mato Grosso,177375.585,30119.81
3543,2015,2734.138791,Bom Jesus do Araguaia,5101852,18.81294714,Mato Grosso,207659.99,34506.48
3544,2016,2745.216055,Bom Jesus do Araguaia,5101852,11.07726426,Mato Grosso,259928.79,42306.12
3545,2017,2754.700942,Bom Jesus do Araguaia,5101852,9.484886053,Mato Grosso,268564.251,42860.56
3546,2018,2758.978686,Bom Jesus do Araguaia,5101852,4.277744169,Mato Grosso,302797.93,46930.86
3547,2019,2760.743106,Bom Jesus do Araguaia,5101852,1.764420657,Mato Grosso,319587.143,48569.47
3548,2020,2763.285656,Bom Jesus do Araguaia,5101852,2.542549282,Mato Grosso,551674.663,82265.83
3549,2021,2764.486652,Bom Jesus do Araguaia,5101852,1.20099599,Mato Grosso,433842.8613,65783.89577
3550,2022,2765.426504,Bom Jesus do Araguaia,5101852,0.939852691,Mato Grosso,465524.4049,70210.93824
3552,2008,4038.934107,Brasnorte,5101902,113.9386607,Mato Grosso,337711.697,23116.69
3553,2009,4054.043896,Brasnorte,5101902,15.10978883,Mato Grosso,327691.355,21717.23
3554,2010,4065.57528,Brasnorte,5101902,11.53138344,Mato Grosso,265710.048,17389.4
3555,2011,4078.837513,Brasnorte,5101902,13.26223359,Mato Grosso,403591.233,25571.26
3556,2012,4088.050761,Brasnorte,5101902,9.213247521,Mato Grosso,533601.282,32950.55
3557,2013,4099.693791,Brasnorte,5101902,11.6430301,Mato Grosso,577509.013,34182.24
3558,2014,4115.420302,Brasnorte,5101902,15.72651109,Mato Grosso,617612.597,35574.71
3559,2015,4145.688212,Brasnorte,5101902,30.26790969,Mato Grosso,639517.406,35897.69
3560,2016,4171.984313,Brasnorte,5101902,26.29610117,Mato Grosso,814528.166,44612.12
3561,2017,4197.235757,Brasnorte,5101902,25.25144447,Mato Grosso,771302.593,41272.61
3562,2018,4212.085606,Brasnorte,5101902,14.84984851,Mato Grosso,964773.993,50123.34
3563,2019,4259.469451,Brasnorte,5101902,47.38384515,Mato Grosso,948733.718,48171.3
3564,2020,4292.910839,Brasnorte,5101902,33.44138844,Mato Grosso,1483670.036,73667.83
3565,2021,4304.979283,Brasnorte,5101902,12.06844308,Mato Grosso,1226004.621,61813.44346
3566,2022,4319.233702,Brasnorte,5101902,14.25441932,Mato Grosso,1305698.104,65322.54011
3568,2008,942.1163362,Caceres,5102504,9.517226226,Mato Grosso,778678.115,8970.43
3569,2009,943.5519305,Caceres,5102504,1.435594296,Mato Grosso,809091.723,9272.09
3570,2010,944.4734034,Caceres,5102504,0.921472867,Mato Grosso,895991.56,10191.91
3571,2011,945.4396459,Caceres,5102504,0.966242524,Mato Grosso,1014693.077,11474.79
3572,2012,946.946455,Caceres,5102504,1.506809107,Mato Grosso,1116229.634,12556.44
3573,2013,951.7457172,Caceres,5102504,4.799262251,Mato Grosso,1196780.564,13344.56
3574,2014,952.6956563,Caceres,5102504,0.94993907,Mato Grosso,1420409.755,15763.76
3575,2015,957.6307306,Caceres,5102504,4.935074311,Mato Grosso,1554182.084,17169.87
3576,2016,962.5036547,Caceres,5102504,4.872924057,Mato Grosso,1714990.75,18870.73
3577,2017,967.8830531,Caceres,5102504,5.379398375,Mato Grosso,1816340.063,19900.52
3578,2018,968.8803398,Caceres,5102504,0.997286788,Mato Grosso,1887467.585,20104.68
3579,2019,970.86068,Caceres,5102504,1.980340156,Mato Grosso,1912039.465,20259.81
3580,2020,976.2951776,Caceres,5102504,5.434497587,Mato Grosso,2045496.593,21563.09
3581,2021,981.3454873,Caceres,5102504,5.050309712,Mato Grosso,2206392.32,23490.84923
3582,2022,981.3454873,Caceres,5102504,0,Mato Grosso,2322004.509,24655.00703
3584,2008,0.252169865,Campinapolis,5102603,0,Mato Grosso,93813.781,6636.05
3585,2009,0.252169865,Campinapolis,5102603,0,Mato Grosso,111085.324,7767.66
3586,2010,0.252169865,Campinapolis,5102603,0,Mato Grosso,118097.378,8303.85
3587,2011,0.252169865,Campinapolis,5102603,0,Mato Grosso,132199.145,9148.73
3588,2012,0.252169865,Campinapolis,5102603,0,Mato Grosso,131285.213,8998.3
3589,2013,0.252169865,Campinapolis,5102603,0,Mato Grosso,163223.591,11008.54
3590,2014,0.252169865,Campinapolis,5102603,0,Mato Grosso,173964.712,11620.11
3591,2015,0.252169865,Campinapolis,5102603,0,Mato Grosso,198851.767,13158.53
3592,2016,0.252169865,Campinapolis,5102603,0,Mato Grosso,257971.922,16913.97
3593,2017,0.252169865,Campinapolis,5102603,0,Mato Grosso,254735.949,16556.35
3594,2018,0.252169865,Campinapolis,5102603,0,Mato Grosso,288266.873,18210.16
3595,2019,0.252169865,Campinapolis,5102603,0,Mato Grosso,295714.195,18505.27
3596,2020,0.252169865,Campinapolis,5102603,0,Mato Grosso,371176.687,21938.45
3597,2021,0.252169865,Campinapolis,5102603,0,Mato Grosso,350207.1097,21648.60846
3598,2022,0.252169865,Campinapolis,5102603,0,Mato Grosso,371770.9106,22886.69571
3600,2008,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1069032.68,46019.49
3601,2009,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1083258.74,45545.69
3602,2010,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1026350.514,37221.68
3603,2011,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1386565.229,48926.08
3604,2012,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1746356.344,60057.65
3605,2013,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,1952482.975,64364.03
3606,2014,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,2021100.402,64839.13
3607,2015,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,2110797.207,65993.35
3608,2016,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,2842409.692,86717
3609,2017,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,2934609.092,87467.11
3610,2018,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,3535872.087,102317.03
3611,2019,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,3403076.353,96240.85
3612,2020,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,4609961.207,127547.83
3613,2021,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,4204655.503,116927.3919
3614,2022,77.76940842,Campo Novo do Parecis,5102637,0,Mato Grosso,4478706.591,123375.7345
3616,2008,1564.880426,Canabrava do Norte,5102694,29.01641221,Mato Grosso,42084.048,7632.22
3617,2009,1571.303085,Canabrava do Norte,5102694,6.422658709,Mato Grosso,39746.968,7144.88
3618,2010,1573.462028,Canabrava do Norte,5102694,2.15894243,Mato Grosso,43745.896,9176.82
3619,2011,1586.371876,Canabrava do Norte,5102694,12.90984796,Mato Grosso,55463.059,11625.04
3620,2012,1588.125943,Canabrava do Norte,5102694,1.754067808,Mato Grosso,58688.271,12339.84
3621,2013,1598.783865,Canabrava do Norte,5102694,10.65792184,Mato Grosso,82748.321,17501.76
3622,2014,1600.467311,Canabrava do Norte,5102694,1.683445811,Mato Grosso,87876.049,18685.11
3623,2015,1602.955497,Canabrava do Norte,5102694,2.48818569,Mato Grosso,91185.111,19492.33
3624,2016,1605.246177,Canabrava do Norte,5102694,2.290680027,Mato Grosso,145777.046,31322.96
3625,2017,1605.671483,Canabrava do Norte,5102694,0.425306285,Mato Grosso,111306.543,24040.29
3626,2018,1607.12253,Canabrava do Norte,5102694,1.451046732,Mato Grosso,135016.171,28358.78
3627,2019,1610.553577,Canabrava do Norte,5102694,3.431047121,Mato Grosso,128846.826,27165.68
3628,2020,1612.677134,Canabrava do Norte,5102694,2.123557542,Mato Grosso,171495.331,36272.28
3629,2021,1618.742272,Canabrava do Norte,5102694,6.065137964,Mato Grosso,166352.0062,35668.87462
3630,2022,1621.642921,Canabrava do Norte,5102694,2.900648215,Mato Grosso,176995.9231,38008.84582
3632,2008,1772.715611,Canarana,5102702,5.367101997,Mato Grosso,323140.729,18169.28
3633,2009,1773.089732,Canarana,5102702,0.374120768,Mato Grosso,292494.196,16237.05
3634,2010,1773.089732,Canarana,5102702,0,Mato Grosso,327534.976,17514.3
3635,2011,1774.954952,Canarana,5102702,1.865220334,Mato Grosso,490269.873,25788.75
3636,2012,1782.037142,Canarana,5102702,7.082190058,Mato Grosso,614691.939,31915.47
3637,2013,1784.608872,Canarana,5102702,2.571730045,Mato Grosso,724484.404,36811.36
3638,2014,1792.291539,Canarana,5102702,7.68266625,Mato Grosso,908594.71,45548.16
3639,2015,1793.606586,Canarana,5102702,1.315047469,Mato Grosso,967866.354,47895.21
3640,2016,1794.091145,Canarana,5102702,0.484558647,Mato Grosso,1034516.512,50560.41
3641,2017,1795.699932,Canarana,5102702,1.60878725,Mato Grosso,1162157.891,56123.91
3642,2018,1795.841458,Canarana,5102702,0.141526047,Mato Grosso,1270256.999,59605.7
3643,2019,1815.589177,Canarana,5102702,19.74771841,Mato Grosso,1283629.066,59485.1
3644,2020,1819.046846,Canarana,5102702,3.457669581,Mato Grosso,1814641.19,83080.36
3645,2021,1819.739345,Canarana,5102702,0.692499061,Mato Grosso,1661646.848,77343.14077
3646,2022,1820.960404,Canarana,5102702,1.221058382,Mato Grosso,1775791.135,82362.10527
3648,2008,1699.315423,Carlinda,5102793,3.947576059,Mato Grosso,68161.526,5665.02
3649,2009,1699.532722,Carlinda,5102793,0.217299183,Mato Grosso,73141.097,6046.22
3650,2010,1699.831689,Carlinda,5102793,0.298967138,Mato Grosso,76696.856,6981.96
3651,2011,1700.58534,Carlinda,5102793,0.753651146,Mato Grosso,95523.834,8771.7
3652,2012,1700.720502,Carlinda,5102793,0.135161989,Mato Grosso,88388.444,8189.42
3653,2013,1705.101138,Carlinda,5102793,4.380635736,Mato Grosso,105927.228,9968.68
3654,2014,1706.543025,Carlinda,5102793,1.441887535,Mato Grosso,121841.979,11611.74
3655,2015,1708.972638,Carlinda,5102793,2.42961288,Mato Grosso,137590.001,13275.76
3656,2016,1714.034101,Carlinda,5102793,5.061462301,Mato Grosso,158960.429,15496.24
3657,2017,1716.340922,Carlinda,5102793,2.306821262,Mato Grosso,162902.113,16071.64
3658,2018,1718.760861,Carlinda,5102793,2.419938933,Mato Grosso,166216.592,15962.41
3659,2019,1720.85823,Carlinda,5102793,2.097368934,Mato Grosso,179931.386,17460.59
3660,2020,1722.458341,Carlinda,5102793,1.600111425,Mato Grosso,220408.517,21610.8
3661,2021,1724.364714,Carlinda,5102793,1.906372704,Mato Grosso,211224.3815,20873.58577
3662,2022,1725.835662,Carlinda,5102793,1.470948362,Mato Grosso,223204.8975,22129.01912
3664,2008,2458.539912,Castanheira,5102850,27.74754395,Mato Grosso,63011.777,7837.29
3665,2009,2474.30011,Castanheira,5102850,15.76019773,Mato Grosso,68181.079,8460.24
3666,2010,2483.009867,Castanheira,5102850,8.709757446,Mato Grosso,82161.794,9981.99
3667,2011,2489.838993,Castanheira,5102850,6.829126216,Mato Grosso,97191.712,11759.43
3668,2012,2501.269408,Castanheira,5102850,11.43041477,Mato Grosso,94164.854,11347.9
3669,2013,2509.284883,Castanheira,5102850,8.015474824,Mato Grosso,100763.584,12063.16
3670,2014,2514.592382,Castanheira,5102850,5.307498654,Mato Grosso,110672.454,13208.31
3671,2015,2523.782716,Castanheira,5102850,9.190333908,Mato Grosso,121860.771,14498.6
3672,2016,2535.433137,Castanheira,5102850,11.65042156,Mato Grosso,136694.539,16217.17
3673,2017,2543.155131,Castanheira,5102850,7.721994232,Mato Grosso,135722.954,16054.29
3674,2018,2546.33543,Castanheira,5102850,3.180298674,Mato Grosso,135896.4,15629.26
3675,2019,2555.084598,Castanheira,5102850,8.749167855,Mato Grosso,134976.439,15462.99
3676,2020,2562.287214,Castanheira,5102850,7.202615835,Mato Grosso,163007.945,18631.61
3677,2021,2567.337549,Castanheira,5102850,5.050334792,Mato Grosso,163817.5046,18835.83808
3678,2022,2571.591462,Castanheira,5102850,4.25391373,Mato Grosso,171348.5074,19645.87824
3680,2008,1511.720951,Claudia,5103056,26.43734658,Mato Grosso,123488.228,11193.64
3681,2009,1536.973239,Claudia,5103056,25.25228801,Mato Grosso,127978.598,11479.96
3682,2010,1545.298586,Claudia,5103056,8.325347491,Mato Grosso,140844.492,12836.72
3683,2011,1556.98199,Claudia,5103056,11.68340415,Mato Grosso,185565.098,16684.51
3684,2012,1560.92989,Claudia,5103056,3.947899877,Mato Grosso,227709.694,20307.65
3685,2013,1580.381243,Claudia,5103056,19.45135219,Mato Grosso,246661.252,21701.68
3686,2014,1601.888918,Claudia,5103056,21.50767544,Mato Grosso,274167.634,23930.14
3687,2015,1622.68995,Claudia,5103056,20.80103168,Mato Grosso,306658.751,26559.74
3688,2016,1636.334203,Claudia,5103056,13.64425327,Mato Grosso,375182.802,32254.37
3689,2017,1667.941027,Claudia,5103056,31.60682365,Mato Grosso,409207.513,34927.24
3690,2018,1717.356398,Claudia,5103056,49.41537179,Mato Grosso,426502.101,35388.49
3691,2019,1809.280349,Claudia,5103056,91.92395077,Mato Grosso,451071.287,37128.26
3692,2020,1853.353558,Claudia,5103056,44.07320854,Mato Grosso,866519.649,70765.18
3693,2021,1877.581563,Claudia,5103056,24.2280057,Mato Grosso,637125.6756,52679.71808
3694,2022,1894.152014,Claudia,5103056,16.57045074,Mato Grosso,682412.2325,56302.56154
3696,2008,2495.089753,Colider,5103205,8.377656188,Mato Grosso,313796.383,9885.22
3697,2009,2497.500532,Colider,5103205,2.410778838,Mato Grosso,336201.993,10474.89
3698,2010,2498.110093,Colider,5103205,0.609561162,Mato Grosso,426300.293,13812.22
3699,2011,2498.591762,Colider,5103205,0.481668957,Mato Grosso,443481.152,14317.39
3700,2012,2500.58254,Colider,5103205,1.990777523,Mato Grosso,464880.072,14911.47
3701,2013,2501.669492,Colider,5103205,1.086951665,Mato Grosso,607385.758,19272.91
3702,2014,2503.186761,Colider,5103205,1.51726926,Mato Grosso,685776.465,21628.55
3703,2015,2514.472065,Colider,5103205,11.28530446,Mato Grosso,775577.472,24316.58
3704,2016,2516.975509,Colider,5103205,2.503443259,Mato Grosso,871389.69,27129.19
3705,2017,2520.494255,Colider,5103205,3.518746399,Mato Grosso,850349.426,26328.24
3706,2018,2523.003471,Colider,5103205,2.509216273,Mato Grosso,940286.485,28301.42
3707,2019,2531.369258,Colider,5103205,8.365786664,Mato Grosso,902384.277,26986.79
3708,2020,2537.001312,Colider,5103205,5.632054508,Mato Grosso,1020447.537,30326.24
3709,2021,2542.013885,Colider,5103205,5.012572264,Mato Grosso,1100195.88,33232.93462
3710,2022,2545.112706,Colider,5103205,3.098821712,Mato Grosso,1162440.819,35038.83615
3712,2008,3441.862007,Colniza,5103254,123.417372,Mato Grosso,174022.796,5872.01
3713,2009,3516.237195,Colniza,5103254,74.37518785,Mato Grosso,182534.463,5776.96
3714,2010,3594.343106,Colniza,5103254,78.10591088,Mato Grosso,223793.4,8480.23
3715,2011,3681.220382,Colniza,5103254,86.87727674,Mato Grosso,254526.948,9216.65
3716,2012,3761.531838,Colniza,5103254,80.3114556,Mato Grosso,268827.339,9331.04
3717,2013,3917.41194,Colniza,5103254,155.8801019,Mato Grosso,297410.794,9641.17
3718,2014,4063.043816,Colniza,5103254,145.6318756,Mato Grosso,360479.94,11184.61
3719,2015,4312.883439,Colniza,5103254,249.839623,Mato Grosso,400758.952,11936.23
3720,2016,4535.99783,Colniza,5103254,223.1143913,Mato Grosso,462162.105,13248.16
3721,2017,4710.439879,Colniza,5103254,174.4420489,Mato Grosso,528779.95,14622.93
3722,2018,4944.978045,Colniza,5103254,234.5381661,Mato Grosso,544978.57,14618.52
3723,2019,5142.629277,Colniza,5103254,197.6512323,Mato Grosso,559129.211,14491.97
3724,2020,5382.08364,Colniza,5103254,239.4543631,Mato Grosso,706022.962,17712.12
3725,2021,5649.506973,Colniza,5103254,267.4233328,Mato Grosso,676897.9605,17607.00808
3726,2022,6047.306402,Colniza,5103254,397.7994287,Mato Grosso,719054.5105,18516.4422
3728,2008,2718.938545,Comodoro,5103304,38.20005738,Mato Grosso,253631.454,13619.26
3729,2009,2729.571933,Comodoro,5103304,10.63338761,Mato Grosso,212853.593,11218.17
3730,2010,2745.347246,Comodoro,5103304,15.77531337,Mato Grosso,241722.905,13312.93
3731,2011,2758.193893,Comodoro,5103304,12.8466468,Mato Grosso,286274.967,15542.37
3732,2012,2763.359147,Comodoro,5103304,5.165253788,Mato Grosso,341610.015,18315.91
3733,2013,2783.052405,Comodoro,5103304,19.69325846,Mato Grosso,391576.488,20560.59
3734,2014,2794.952408,Comodoro,5103304,11.90000218,Mato Grosso,394398.244,20441.5
3735,2015,2826.231957,Comodoro,5103304,31.27954898,Mato Grosso,453523.645,23214.76
3736,2016,2844.896505,Comodoro,5103304,18.6645486,Mato Grosso,553731.417,28105.34
3737,2017,2867.091582,Comodoro,5103304,22.19507672,Mato Grosso,561040.417,28147.72
3738,2018,2891.467863,Comodoro,5103304,24.37628065,Mato Grosso,698992.727,34075.6
3739,2019,2918.53239,Comodoro,5103304,27.06452788,Mato Grosso,734178.563,35359.95
3740,2020,2943.426602,Comodoro,5103304,24.8942112,Mato Grosso,952577.643,45343.57
3741,2021,2963.418606,Comodoro,5103304,19.99200465,Mato Grosso,849695.8361,41102.68692
3742,2022,2970.367266,Comodoro,5103304,6.948659765,Mato Grosso,904310.4932,43598.04143
3744,2008,3691.343485,Confresa,5103353,63.75938855,Mato Grosso,167388.092,7546.8
3745,2009,3698.742547,Confresa,5103353,7.399062068,Mato Grosso,169666.176,7505.36
3746,2010,3711.660897,Confresa,5103353,12.91834956,Mato Grosso,191366.751,7615.98
3747,2011,3736.630106,Confresa,5103353,24.96920866,Mato Grosso,255307.219,9940.32
3748,2012,3786.09332,Confresa,5103353,49.46321468,Mato Grosso,262639.982,10015.25
3749,2013,3805.69793,Confresa,5103353,19.60460928,Mato Grosso,331518.541,12213.33
3750,2014,3829.461236,Confresa,5103353,23.76330618,Mato Grosso,449082.503,16183.74
3751,2015,3850.337769,Confresa,5103353,20.87653346,Mato Grosso,518074.542,18281.33
3752,2016,3868.650057,Confresa,5103353,18.31228773,Mato Grosso,700920.667,24242.41
3753,2017,3895.112183,Confresa,5103353,26.4621264,Mato Grosso,724955.396,24598.94
3754,2018,3910.336671,Confresa,5103353,15.2244877,Mato Grosso,845336.845,27855.7
3755,2019,3919.866116,Confresa,5103353,9.52944492,Mato Grosso,883662.777,28566.99
3756,2020,3949.235001,Confresa,5103353,29.36888536,Mato Grosso,1108427.686,35177.01
3757,2021,3985.303305,Confresa,5103353,36.06830332,Mato Grosso,1058494.508,34232.03038
3758,2022,4018.009049,Confresa,5103353,32.70574408,Mato Grosso,1137088.809,36597.67033
3760,2008,567.1440553,Conquista D'Oeste,5103361,1.665157299,Mato Grosso,39551.48,12260.22
3761,2009,567.9917237,Conquista D'Oeste,5103361,0.847668421,Mato Grosso,47283.431,14376.23
3762,2010,569.0878784,Conquista D'Oeste,5103361,1.096154705,Mato Grosso,51062.036,15071.44
3763,2011,571.4135636,Conquista D'Oeste,5103361,2.32568522,Mato Grosso,53355.15,15478.72
3764,2012,571.6315823,Conquista D'Oeste,5103361,0.218018708,Mato Grosso,50471.636,14395.79
3765,2013,571.6933247,Conquista D'Oeste,5103361,0.061742393,Mato Grosso,52685.552,14606.47
3766,2014,572.0667621,Conquista D'Oeste,5103361,0.373437413,Mato Grosso,59930.881,16316.6
3767,2015,572.0667621,Conquista D'Oeste,5103361,0,Mato Grosso,71160.527,19042.15
3768,2016,572.0667621,Conquista D'Oeste,5103361,0,Mato Grosso,83951.651,22098.36
3769,2017,572.2740825,Conquista D'Oeste,5103361,0.207320398,Mato Grosso,88291.731,22873.51
3770,2018,572.2943608,Conquista D'Oeste,5103361,0.020278258,Mato Grosso,94740.781,23846.16
3771,2019,573.0683856,Conquista D'Oeste,5103361,0.774024842,Mato Grosso,98046.334,24280.91
3772,2020,573.253368,Conquista D'Oeste,5103361,0.184982378,Mato Grosso,112789.854,27503.01
3773,2021,574.6003271,Conquista D'Oeste,5103361,1.346959081,Mato Grosso,110186.4067,27015.51346
3774,2022,574.6003271,Conquista D'Oeste,5103361,0,Mato Grosso,116000.7171,28213.88824
3776,2008,1837.153012,Cotriguacu,5103379,77.06387612,Mato Grosso,98637.804,6846.99
3777,2009,1873.021772,Cotriguacu,5103379,35.86875997,Mato Grosso,97328.348,6503.73
3778,2010,1899.442722,Cotriguacu,5103379,26.42094996,Mato Grosso,118342.263,7896.33
3779,2011,1920.81732,Cotriguacu,5103379,21.37459872,Mato Grosso,127374.626,8241.65
3780,2012,1964.909189,Cotriguacu,5103379,44.09186861,Mato Grosso,135237.989,8499.12
3781,2013,2007.508445,Cotriguacu,5103379,42.59925619,Mato Grosso,144311.125,8647.08
3782,2014,2053.396631,Cotriguacu,5103379,45.88818631,Mato Grosso,158792.171,9227.27
3783,2015,2111.598043,Cotriguacu,5103379,58.20141153,Mato Grosso,172146.575,9717.01
3784,2016,2162.336219,Cotriguacu,5103379,50.73817632,Mato Grosso,191019.886,10490.41
3785,2017,2207.414817,Cotriguacu,5103379,45.0785972,Mato Grosso,201119.137,10761.36
3786,2018,2229.557731,Cotriguacu,5103379,22.14291433,Mato Grosso,215304.316,11182.32
3787,2019,2262.449357,Cotriguacu,5103379,32.89162583,Mato Grosso,226904.874,11488.85
3788,2020,2312.228971,Cotriguacu,5103379,49.77961399,Mato Grosso,268019.212,13243.36
3789,2021,2342.591684,Cotriguacu,5103379,30.36271288,Mato Grosso,258528.0277,12867.32231
3790,2022,2383.130233,Cotriguacu,5103379,40.53854943,Mato Grosso,271784.3577,13356.65978
3792,2008,272.1313151,Curvelandia,5103437,0.597645554,Mato Grosso,29333.188,5873.69
3793,2009,272.1313151,Curvelandia,5103437,0,Mato Grosso,32950.041,6539
3794,2010,272.1313151,Curvelandia,5103437,0,Mato Grosso,42021.874,8579.39
3795,2011,272.1313151,Curvelandia,5103437,0,Mato Grosso,47890.454,9787.54
3796,2012,272.1313151,Curvelandia,5103437,0,Mato Grosso,56122.193,11411.59
3797,2013,272.2438374,Curvelandia,5103437,0.112522282,Mato Grosso,67075.678,13520.6
3798,2014,272.2438374,Curvelandia,5103437,0,Mato Grosso,77029.757,15455.41
3799,2015,272.2438374,Curvelandia,5103437,0,Mato Grosso,111487.753,22270.83
3800,2016,272.2438374,Curvelandia,5103437,0,Mato Grosso,110800.415,22036.68
3801,2017,272.2438374,Curvelandia,5103437,0,Mato Grosso,104924.184,20781.18
3802,2018,272.2438374,Curvelandia,5103437,0,Mato Grosso,105068.713,20236.66
3803,2019,272.3777823,Curvelandia,5103437,0.133944856,Mato Grosso,121497.398,23279.82
3804,2020,272.682483,Curvelandia,5103437,0.304700705,Mato Grosso,115401.471,22018.98
3805,2021,272.7880479,Curvelandia,5103437,0.105564958,Mato Grosso,137669.6072,26683.42269
3806,2022,272.7880479,Curvelandia,5103437,0,Mato Grosso,146110.286,28277.85264
3808,2008,1099.600904,Denise,5103452,0.890838226,Mato Grosso,125965.482,11654.84
3809,2009,1099.996178,Denise,5103452,0.395274063,Mato Grosso,144547.923,12973.25
3810,2010,1100.24742,Denise,5103452,0.25124186,Mato Grosso,225805.899,26584.17
3811,2011,1100.24742,Denise,5103452,0,Mato Grosso,279736.277,32508.57
3812,2012,1100.24742,Denise,5103452,0,Mato Grosso,294640.692,33929.14
3813,2013,1100.24742,Denise,5103452,0,Mato Grosso,393485.299,44633.09
3814,2014,1100.24742,Denise,5103452,0,Mato Grosso,319303.728,35888.92
3815,2015,1100.24742,Denise,5103452,0,Mato Grosso,386380.006,43050.7
3816,2016,1100.322737,Denise,5103452,0.075316516,Mato Grosso,421583.977,46635.4
3817,2017,1100.946666,Denise,5103452,0.623929653,Mato Grosso,474873.194,52097.99
